q1,q2,q3,q4,q5,q6,q7,qe1,qe2,qe3,qe4,qe5,qe6,qe7
2.7123224614655057,-0.6237006753725141,0.7424741480386929,-2.9763803515034946,-0.007971088843099494,3.2034439224558295,1.0385777928060702,2.7123224614655057,-0.6237006753725141,0.7424741480386929,-2.9763803515034946,-0.007971088843099494,3.2034439224558295,1.0385777928060702
2.707799297280183,-0.6103701107707742,0.7414300774709179,-2.9669519836196527,0.006477321997397804,3.202083270678295,1.0295598565363537,2.7123224614655057,-0.6237006753725141,0.7424741480386929,-2.9763803515034946,-0.007971088843099494,3.2034439224558295,1.0385777928060702
2.7157159265571433,-0.609756747015544,0.7408065458738909,-2.9742581710523193,0.011271458948500134,3.2175601464361807,1.0346581045020802,2.707799297280183,-0.6103701107707742,0.7414300774709179,-2.9669519836196527,0.006477321997397804,3.202083270678295,1.0295598565363537
2.7220029147916938,-0.614394856892437,0.7453923158151451,-2.9682262816306224,0.018357216365131893,3.2338754163581043,1.039523615957605,2.7157159265571433,-0.609756747015544,0.7408065458738909,-2.9742581710523193,0.011271458948500134,3.2175601464361807,1.0346581045020802
2.7293441405751744,-0.6066309787977661,0.7344041378491043,-2.9543220986330843,0.024243136717321027,3.2299189643098636,1.02688757609499,2.7220029147916938,-0.614394856892437,0.7453923158151451,-2.9682262816306224,0.018357216365131893,3.2338754163581043,1.039523615957605
2.733241141897649,-0.6045543214916532,0.7275399978454057,-2.937798134539439,0.024312530700403588,3.2383202049636135,1.0112260879652324,2.7293441405751744,-0.6066309787977661,0.7344041378491043,-2.9543220986330843,0.024243136717321027,3.2299189643098636,1.02688757609499
2.7290502626988107,-0.6133153633163093,0.7311911270219082,-2.946711536817762,0.016155217581692558,3.2489414814632798,1.025873734658864,2.733241141897649,-0.6045543214916532,0.7275399978454057,-2.937798134539439,0.024312530700403588,3.2383202049636135,1.0112260879652324
2.7256322121987258,-0.6081045116948799,0.7411003255283148,-2.9527626484930103,0.032340806672851184,3.2620382654924547,1.0347070302668082,2.7290502626988107,-0.6133153633163093,0.7311911270219082,-2.946711536817762,0.016155217581692558,3.2489414814632798,1.025873734658864
2.7321435675610486,-0.5911304070632248,0.7340687164663304,-2.9651395109024072,0.02301288725075946,3.2595428894174416,1.0325892318557695,2.7256322121987258,-0.6081045116948799,0.7411003255283148,-2.9527626484930103,0.032340806672851184,3.2620382654924547,1.0347070302668082
2.7368359521021906,-0.6012489156411145,0.7492088999437657,-2.9587712934405266,0.015095290742918597,3.252974409699794,1.038830349677826,2.7321435675610486,-0.5911304070632248,0.7340687164663304,-2.9651395109024072,0.02301288725075946,3.2595428894174416,1.0325892318557695
2.742000813620984,-0.594669389377501,0.7545490521547086,-2.950344809332117,0.024485614971191966,3.251572661467258,1.0497105602867682,2.7368359521021906,-0.6012489156411145,0.7492088999437657,-2.9587712934405266,0.015095290742918597,3.252974409699794,1.038830349677826
2.752437045612543,-0.597412509000536,0.7670149203474097,-2.9360425432632757,0.02004566002924813,3.2363884347611935,1.0630761156010782,2.742000813620984,-0.594669389377501,0.7545490521547086,-2.950344809332117,0.024485614971191966,3.251572661467258,1.0497105602867682
2.743422096259553,-0.5961661580053146,0.7752232462303723,-2.9431580978501866,0.028209633743465908,3.2280411923576073,1.0695004225484348,2.752437045612543,-0.597412509000536,0.7670149203474097,-2.9360425432632757,0.02004566002924813,3.2363884347611935,1.0630761156010782
2.7361889722146637,-0.5822318121148569,0.7763742285937527,-2.929734496939536,0.01594098779423373,3.237020800381805,1.0634423563259678,2.743422096259553,-0.5961661580053146,0.7752232462303723,-2.9431580978501866,0.028209633743465908,3.2280411923576073,1.0695004225484348
2.745495358441045,-0.5730598162371054,0.7761941734776432,-2.9330989244803876,0.018550178436888925,3.224136282244884,1.0494959311232652,2.7361889722146637,-0.5822318121148569,0.7763742285937527,-2.929734496939536,0.01594098779423373,3.237020800381805,1.0634423563259678
2.7551543388786546,-0.5576350063985305,0.7850132429579579,-2.9263987971972303,0.02624693053886253,3.2301365027118014,1.0612805834110448,2.745495358441045,-0.5730598162371054,0.7761941734776432,-2.9330989244803876,0.018550178436888925,3.224136282244884,1.0494959311232652
2.7425380226113303,-0.5543128934039192,0.7992270056302988,-2.9385325194870004,0.03315405283832774,3.238055629287772,1.0745060517636225,2.7551543388786546,-0.5576350063985305,0.7850132429579579,-2.9263987971972303,0.02624693053886253,3.2301365027118014,1.0612805834110448
